age,body_type,diet,drinks,drugs,height,sex,smokes
51,curvy,anything,rarely,never,68.0,f,no
30,athletic,anything,often,sometimes,74.0,m,when drinking
28,average,anything,socially,never,73.0,m,no
28,fit,anything,socially,never,74.0,m,when drinking
27,curvy,anything,socially,never,67.0,f,no
35,athletic,anything,socially,never,65.0,f,no
23,fit,anything,socially,never,64.0,f,no
32,fit,anything,socially,never,68.0,m,no
57,fit,anything,socially,never,62.0,f,no
40,skinny,anything,socially,never,65.0,f,no
30,fit,anything,socially,never,65.0,f,no
27,fit,anything,socially,sometimes,72.0,m,when drinking
18,thin,anything,not at all,never,63.0,f,no
32,curvy,anything,socially,never,67.0,f,no
24,fit,anything,socially,sometimes,71.0,m,no
20,curvy,anything,socially,never,73.0,f,no
25,thin,vegetarian,not at all,never,67.0,m,no
29,thin,anything,socially,never,72.0,m,no
26,athletic,anything,socially,never,70.0,m,yes
38,average,anything,socially,never,72.0,m,no
21,athletic,anything,socially,sometimes,77.0,m,no
38,used up,anything,not at all,never,72.0,m,when drinking
29,fit,anything,socially,never,69.0,m,no
41,full figured,anything,very often,never,68.0,m,no
27,athletic,vegan,socially,never,71.0,m,no
24,athletic,anything,socially,never,70.0,m,no
25,fit,anything,rarely,never,67.0,m,no
23,average,anything,socially,never,68.0,m,no
20,fit,anything,rarely,sometimes,72.0,m,no
26,athletic,anything,socially,never,64.0,f,no
24,average,anything,socially,never,71.0,m,no
63,fit,vegetarian,socially,never,66.0,f,no
21,athletic,anything,socially,sometimes,72.0,m,no
49,skinny,vegetarian,socially,sometimes,70.0,m,no
27,athletic,anything,socially,never,63.0,f,no
36,average,vegetarian,socially,never,62.0,f,no
41,a little extra,anything,socially,never,74.0,m,no
29,average,anything,socially,never,60.0,f,no
25,average,anything,socially,never,70.0,m,no
24,fit,anything,socially,never,66.0,f,no
44,thin,anything,rarely,never,64.0,f,no
24,athletic,vegetarian,socially,never,68.0,m,no
27,average,anything,socially,never,68.0,m,no
32,fit,vegetarian,often,never,65.0,f,no
34,athletic,anything,socially,never,68.0,m,no
44,athletic,anything,socially,never,73.0,m,no
31,fit,vegetarian,rarely,never,65.0,m,no
48,fit,anything,rarely,never,71.0,m,no
36,fit,anything,socially,never,74.0,m,no
29,fit,anything,socially,never,70.0,m,no
27,fit,anything,socially,never,75.0,m,no
64,athletic,anything,socially,never,73.0,m,no
24,athletic,anything,socially,sometimes,74.0,m,no
26,average,anything,socially,never,72.0,m,no
35,average,anything,socially,never,68.0,m,no
33,a little extra,vegetarian,socially,sometimes,67.0,m,no
27,curvy,anything,socially,never,65.0,f,no
40,average,anything,socially,never,64.0,f,no
34,athletic,anything,not at all,never,71.0,m,no
60,average,anything,socially,never,69.0,f,no
23,fit,anything,socially,never,69.0,m,when drinking
32,average,anything,socially,never,71.0,m,no
26,average,anything,socially,never,68.0,m,no
24,average,anything,socially,never,70.0,m,no
31,fit,anything,socially,never,67.0,m,no
24,fit,anything,socially,sometimes,66.0,m,no
25,fit,anything,socially,sometimes,70.0,m,no
27,fit,anything,socially,never,75.0,m,no
31,athletic,anything,socially,never,70.0,m,no
28,athletic,anything,socially,never,73.0,m,no
23,thin,anything,socially,sometimes,71.0,m,when drinking
38,average,anything,socially,never,67.0,m,no
34,athletic,anything,socially,sometimes,68.0,m,no
24,athletic,anything,often,never,70.0,m,no
25,fit,anything,socially,sometimes,70.0,m,no
26,average,anything,socially,sometimes,70.0,m,no
29,fit,anything,socially,never,68.0,m,when drinking
38,athletic,other,socially,never,70.0,m,no
24,fit,anything,socially,never,72.0,m,no
24,athletic,anything,socially,never,73.0,m,no
35,average,anything,socially,sometimes,71.0,m,when drinking
22,jacked,vegetarian,socially,never,72.0,m,no
27,athletic,anything,socially,never,76.0,m,no
40,a little extra,anything,rarely,never,70.0,m,no
28,athletic,anything,socially,never,72.0,m,no
27,athletic,other,socially,sometimes,72.0,m,sometimes
25,fit,other,socially,never,70.0,m,no
28,athletic,anything,socially,never,74.0,m,no
39,athletic,anything,socially,never,74.0,m,no
23,athletic,anything,socially,never,74.0,m,no
39,athletic,other,socially,never,69.0,f,no
42,a little extra,anything,socially,never,67.0,m,no
62,athletic,other,not at all,never,72.0,m,no
41,athletic,anything,socially,never,70.0,m,no
22,average,anything,socially,sometimes,69.0,f,yes
25,thin,anything,desperately,sometimes,72.0,f,trying to quit
25,fit,anything,socially,never,71.0,m,when drinking
27,fit,anything,socially,never,71.0,m,no
21,average,vegetarian,rarely,never,64.0,f,no
32,athletic,anything,rarely,never,72.0,m,no
27,athletic,anything,rarely,never,69.0,m,no
25,a little extra,vegetarian,not at all,never,70.0,m,no
24,skinny,anything,socially,never,64.0,m,no
28,athletic,anything,rarely,never,71.0,m,no
35,average,anything,socially,never,72.0,m,no
32,athletic,anything,rarely,never,68.0,m,no
43,athletic,vegetarian,rarely,never,71.0,m,yes
27,full figured,anything,socially,never,75.0,m,when drinking
33,athletic,anything,socially,never,67.0,m,no
24,average,vegetarian,socially,never,69.0,m,no
37,overweight,anything,socially,never,67.0,m,no
30,average,anything,socially,never,70.0,m,no
32,thin,anything,very often,never,65.0,m,no
44,average,anything,socially,never,62.0,f,no
29,athletic,vegetarian,socially,never,61.0,f,when drinking
28,fit,anything,socially,never,67.0,m,no
22,average,anything,socially,never,69.0,m,no
26,average,vegetarian,socially,never,69.0,m,no
28,fit,anything,socially,never,72.0,m,no
48,athletic,vegetarian,not at all,never,65.0,m,no
36,athletic,anything,socially,never,75.0,m,no
26,athletic,other,socially,sometimes,71.0,m,when drinking
28,average,vegan,rarely,never,63.0,f,no
53,fit,anything,socially,never,62.0,f,no
39,average,anything,socially,never,70.0,f,no
25,average,anything,rarely,never,62.0,f,no
32,fit,vegetarian,socially,never,63.0,f,no
28,fit,anything,socially,never,68.0,m,no
24,athletic,anything,socially,never,66.0,m,no
22,athletic,anything,socially,sometimes,70.0,m,when drinking
32,athletic,anything,socially,never,74.0,m,no
32,fit,anything,socially,never,66.0,f,no
22,athletic,anything,often,never,68.0,f,no
35,average,anything,often,never,70.0,m,no
19,average,anything,socially,never,64.0,f,when drinking
30,curvy,anything,socially,never,64.0,f,no
36,average,anything,often,never,62.0,f,when drinking
26,thin,anything,socially,never,63.0,f,no
32,fit,anything,socially,never,68.0,f,no
21,fit,anything,socially,never,70.0,f,no
43,athletic,anything,rarely,never,72.0,m,no
29,full figured,anything,socially,sometimes,68.0,m,trying to quit
27,athletic,anything,socially,never,73.0,m,no
24,fit,vegan,rarely,never,63.0,f,no
38,thin,anything,socially,never,72.0,m,no
31,fit,anything,socially,never,73.0,m,no
26,fit,other,socially,sometimes,74.0,m,no
58,athletic,anything,socially,never,67.0,m,no
25,fit,anything,socially,never,65.0,f,no
31,athletic,anything,socially,never,70.0,m,when drinking
31,fit,anything,socially,sometimes,71.0,m,no
47,athletic,kosher,socially,never,69.0,m,no
27,athletic,anything,socially,never,66.0,f,no
45,athletic,anything,socially,never,66.0,f,no
38,athletic,anything,socially,never,64.0,m,no
29,thin,other,socially,never,63.0,f,no
27,athletic,anything,socially,never,70.0,m,no
38,average,anything,socially,never,70.0,m,no
31,average,anything,socially,never,74.0,m,no
58,fit,anything,socially,never,68.0,m,no
27,curvy,vegetarian,not at all,never,60.0,f,trying to quit
38,athletic,anything,socially,never,70.0,f,no
26,average,vegetarian,often,often,70.0,m,no
28,fit,vegan,socially,never,69.0,m,no
27,athletic,anything,socially,never,67.0,f,no
29,fit,anything,socially,never,65.0,m,no
50,thin,vegetarian,socially,never,70.0,f,no
42,average,anything,socially,never,64.0,f,no
20,thin,anything,socially,never,59.0,f,no
39,fit,anything,socially,never,68.0,m,no
27,curvy,anything,socially,sometimes,69.0,f,no
56,athletic,anything,socially,never,67.0,m,no
22,average,anything,rarely,sometimes,68.0,m,yes
26,skinny,anything,not at all,never,70.0,m,no
30,athletic,other,socially,sometimes,65.0,m,when drinking
22,thin,anything,socially,never,70.0,m,yes
20,athletic,anything,often,sometimes,68.0,m,no
28,fit,anything,socially,never,67.0,f,no
31,athletic,anything,often,never,71.0,m,no
28,average,anything,socially,never,69.0,m,no
41,fit,anything,desperately,never,74.0,m,no
38,athletic,anything,socially,sometimes,69.0,m,no
36,athletic,anything,not at all,never,71.0,m,no
31,fit,anything,rarely,never,68.0,m,no
22,average,anything,socially,never,71.0,m,no
30,thin,anything,rarely,never,69.0,f,no
39,athletic,anything,socially,never,69.0,m,no
27,average,anything,socially,sometimes,70.0,m,no
31,average,anything,often,never,69.0,m,no
20,overweight,anything,not at all,never,66.0,m,no
28,athletic,anything,socially,never,66.0,m,no
34,fit,anything,socially,never,67.0,m,no
32,athletic,anything,socially,sometimes,70.0,m,no
27,athletic,anything,rarely,never,69.0,m,no
26,fit,anything,socially,never,68.0,m,no
28,fit,anything,socially,never,68.0,m,no
29,fit,anything,socially,never,67.0,m,no
29,jacked,anything,often,sometimes,70.0,m,sometimes
59,curvy,other,socially,never,65.0,f,no
37,a little extra,anything,rarely,never,63.0,m,no
23,athletic,anything,socially,sometimes,69.0,m,no
27,average,anything,often,sometimes,66.0,f,no
33,fit,anything,desperately,never,67.0,f,no
35,average,anything,not at all,sometimes,69.0,m,trying to quit
30,fit,vegetarian,socially,never,70.0,m,no
25,fit,anything,socially,never,59.0,f,no
35,fit,vegetarian,rarely,never,68.0,m,no
22,fit,vegetarian,socially,sometimes,65.0,f,no
24,average,anything,often,sometimes,75.0,m,no
42,fit,anything,socially,sometimes,69.0,f,no
20,average,anything,socially,never,66.0,f,no
23,average,anything,socially,never,69.0,f,no
32,average,anything,socially,never,74.0,m,no
22,skinny,vegetarian,socially,never,74.0,m,no
27,fit,anything,socially,never,67.0,m,no
34,thin,anything,rarely,never,64.0,f,no
32,average,anything,socially,never,69.0,m,no
64,fit,vegan,not at all,never,70.0,m,no
29,thin,anything,rarely,never,67.0,f,no
26,average,other,socially,sometimes,62.0,m,when drinking
49,fit,anything,socially,never,69.0,m,no
24,overweight,anything,socially,sometimes,70.0,m,no
38,fit,anything,socially,never,70.0,m,no
21,fit,anything,socially,never,64.0,m,no
59,athletic,vegetarian,socially,never,70.0,f,no
50,athletic,vegetarian,not at all,never,73.0,m,no
35,athletic,anything,socially,never,68.0,m,no
34,average,anything,rarely,never,69.0,m,no
25,thin,anything,not at all,sometimes,70.0,m,no
25,fit,anything,socially,never,65.0,f,no
22,average,anything,rarely,never,64.0,f,no
27,athletic,anything,socially,never,69.0,m,trying to quit
25,fit,anything,socially,sometimes,72.0,m,no
33,athletic,anything,not at all,never,71.0,m,no
26,thin,anything,often,never,67.0,f,no
39,used up,anything,not at all,never,62.0,f,no
23,fit,anything,socially,never,65.0,f,no
23,average,anything,rarely,never,71.0,m,no
61,average,anything,not at all,never,66.0,m,no
22,fit,anything,socially,never,65.0,f,no
42,athletic,anything,socially,never,62.0,f,no
24,curvy,anything,socially,sometimes,70.0,f,trying to quit
20,skinny,anything,not at all,never,64.0,f,no
24,skinny,anything,often,sometimes,63.0,f,when drinking
48,average,anything,socially,never,77.0,m,yes
27,average,anything,socially,never,69.0,m,no
23,thin,anything,socially,never,62.0,f,no
23,athletic,anything,socially,never,72.0,m,sometimes
22,average,anything,socially,never,65.0,f,yes
19,athletic,halal,not at all,never,72.0,m,no
37,athletic,anything,rarely,never,62.0,f,no
25,used up,anything,socially,never,67.0,m,no
32,average,anything,rarely,never,61.0,f,no
29,curvy,anything,socially,never,67.0,f,no
23,average,anything,socially,never,71.0,m,no
24,athletic,anything,socially,never,69.0,m,no
19,fit,anything,socially,never,71.0,m,no
18,average,anything,socially,never,65.0,f,no
26,average,anything,often,never,68.0,m,no
25,average,anything,socially,never,67.0,m,no
28,thin,anything,socially,never,73.0,m,no
24,athletic,vegetarian,not at all,never,68.0,m,no
23,fit,anything,socially,never,62.0,f,no
19,average,anything,rarely,never,56.0,f,no
25,fit,anything,socially,never,67.0,m,no
25,thin,anything,very often,sometimes,68.0,f,no
23,thin,vegetarian,socially,never,71.0,m,no
28,athletic,anything,socially,never,72.0,m,no
27,athletic,anything,socially,never,66.0,f,no
31,average,anything,socially,sometimes,65.0,m,no
45,athletic,vegetarian,socially,never,69.0,f,no
31,thin,anything,socially,never,64.0,f,no
30,athletic,vegetarian,socially,never,63.0,f,no
39,a little extra,halal,not at all,never,66.0,f,trying to quit
19,average,vegetarian,socially,sometimes,67.0,f,no
18,thin,vegetarian,socially,sometimes,61.0,f,sometimes
34,fit,anything,socially,never,66.0,f,no
29,average,anything,socially,never,69.0,m,no
26,full figured,anything,socially,never,63.0,f,no
43,average,anything,socially,never,64.0,f,no
24,a little extra,anything,socially,sometimes,70.0,m,trying to quit
34,average,anything,socially,never,66.0,m,no
43,fit,anything,socially,never,68.0,f,no
42,a little extra,anything,not at all,never,68.0,m,no
27,athletic,anything,socially,never,75.0,m,no
24,fit,anything,socially,never,70.0,m,no
40,fit,anything,socially,never,69.0,m,no
23,athletic,anything,not at all,never,72.0,m,no
51,fit,anything,not at all,never,70.0,m,no
24,fit,anything,socially,never,73.0,m,no
26,fit,anything,socially,sometimes,71.0,m,no
27,average,anything,socially,never,68.0,m,no
30,thin,anything,socially,never,63.0,f,no
26,a little extra,anything,socially,sometimes,70.0,m,when drinking
60,average,anything,socially,never,63.0,f,no
24,athletic,anything,socially,never,70.0,m,no
29,curvy,anything,socially,sometimes,61.0,f,when drinking
22,athletic,anything,socially,never,73.0,m,no
24,athletic,anything,socially,never,71.0,m,no
42,overweight,anything,socially,never,68.0,m,no
35,a little extra,anything,often,never,72.0,m,no
27,average,other,often,never,65.0,f,yes
26,average,anything,socially,never,62.0,f,no
22,thin,anything,socially,never,74.0,m,no
25,athletic,anything,socially,sometimes,72.0,m,trying to quit
36,average,vegan,not at all,never,66.0,f,no
37,fit,anything,not at all,never,59.0,f,no
32,fit,anything,socially,never,64.0,f,no
31,athletic,anything,socially,never,72.0,m,no
22,athletic,vegetarian,socially,never,69.0,m,no
35,fit,anything,socially,never,68.0,m,no
42,fit,anything,socially,never,66.0,m,no
40,average,vegetarian,socially,never,71.0,f,no
28,fit,anything,often,sometimes,72.0,m,trying to quit
22,skinny,anything,socially,never,71.0,m,no
37,average,anything,rarely,never,71.0,m,no
57,average,vegetarian,rarely,never,73.0,m,no
25,athletic,anything,socially,never,74.0,m,no
26,average,anything,often,sometimes,67.0,m,sometimes
30,thin,vegan,not at all,never,63.0,f,no
30,average,anything,socially,never,72.0,m,no
42,average,vegetarian,socially,never,70.0,m,yes
27,fit,anything,socially,sometimes,69.0,m,when drinking
46,curvy,anything,socially,never,58.0,f,no
26,athletic,anything,socially,never,69.0,m,when drinking
40,curvy,anything,socially,never,66.0,f,no
32,athletic,anything,socially,never,62.0,f,no
49,fit,anything,socially,sometimes,70.0,m,no
30,fit,anything,socially,never,70.0,m,no
27,average,vegetarian,socially,never,71.0,m,no
28,fit,anything,socially,never,69.0,m,trying to quit
34,fit,vegetarian,socially,never,65.0,f,sometimes
25,skinny,anything,socially,never,74.0,m,no
29,fit,anything,socially,never,68.0,m,no
30,average,anything,socially,never,70.0,m,no
29,thin,vegetarian,often,never,69.0,f,no
51,curvy,other,not at all,never,62.0,f,no
43,average,anything,socially,never,73.0,m,no
33,athletic,anything,not at all,never,68.0,m,no
24,thin,anything,rarely,never,76.0,m,no
23,average,anything,socially,never,62.0,f,no
28,average,anything,socially,never,67.0,m,no
38,fit,anything,socially,never,67.0,f,no
32,athletic,anything,socially,sometimes,73.0,m,sometimes
31,athletic,anything,socially,never,70.0,m,no
31,average,anything,socially,never,62.0,f,yes
35,fit,anything,often,never,62.0,f,no
28,average,anything,socially,sometimes,69.0,m,when drinking
42,fit,anything,socially,sometimes,72.0,m,no
34,athletic,anything,socially,never,67.0,m,no
38,a little extra,anything,socially,never,73.0,m,no
27,average,anything,socially,never,69.0,m,no
34,a little extra,anything,socially,never,68.0,f,no
27,fit,anything,socially,sometimes,66.0,m,no
32,fit,anything,socially,never,69.0,m,no
25,average,vegetarian,socially,never,64.0,f,no
28,fit,anything,socially,never,72.0,m,no
25,athletic,anything,socially,never,70.0,m,yes
30,skinny,anything,often,never,73.0,m,yes
33,fit,vegetarian,socially,never,73.0,m,no
55,fit,anything,socially,never,61.0,f,no
41,athletic,anything,socially,never,72.0,m,no
22,thin,anything,socially,sometimes,64.0,f,trying to quit
